url,title,content,summary,teams,date,venue,result,word_count,scraped_at,original_text,match_id,series_name,season,source_page
https://www.espncricinfo.com/series/ipl-2016-968923/mumbai-indians-vs-rising-pune-supergiants-1st-match-980901/match-report,"Seamers, Rahane lift Supergiants to winning start","Supergiants won by 9 wickets (with 32 balls remaining)

Rising Pune Supergiants made a sweet start to their life in the IPL, their seamers waylaying Mumbai Indians' top order to set up a breezy nine-wicket win over the defending champions

'We tried our best' - Harbhajan Singh

Karthik Krishnaswamy is a senior sub-editor at ESPNcricinfo

Over 15•RPS 126/1

'Ashwin has bailed me out in a lot of situations' - Dhoni

Despite giving him limited bowling opportunities in the last few matches, MS Dhoni has reiterated the importance of R Ashwin to his team

Methodical Rahane approach ensures win

Ajinkya Rahane's game - founded more on incremental run-gathering than rapid bursts of power-hitting - was perfectly conditioned to the Supergiants chase of 121

Benefited from losing the toss - du Plessis

Rising Pune Supergiants batsman Faf du Plessis has said losing the toss worked in his side's favour, by allowing them to assess conditions on an atypical Wankhede pitch.

Ajinkya Rahane steers Pune...",Supergiants won by 9 wickets (with 32 balls remaining),[],,,won by 9 wickets,234,2025-08-01T20:33:45.371373,Report,968923,"Indian Premier League (in India), 2016",2016,https://www.espncricinfo.com/series/ipl-2016-968923/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/ipl-2016-968923/gujarat-lions-vs-rising-pune-supergiants-6th-match-980911/match-report,"Finch, McCullum propel Lions to big win","Guj Lions won by 7 wickets (with 12 balls remaining)

Aaron Finch and Brendon McCullum pillaged 85 off 51 balls in a chase of 164, helping Gujarat Lions romp to a seven-wicket win against Rising Pune Supergiants in Rajkot

Nannes: Lions' defensive bowling impressive

Nikhil Kalro is a sub-editor at ESPNcricinfo

Over 19•GL 164/3

Ravindra Jadeja foxes Pune with neat bowling display

Ravindra Jadeja, with figures of two for 18 in his four-over spell, helped restrict Pune's power-packed batting line up to just 163 and in turn allowed Gujarat to comfortably beat them by seven wickets in the Indian Twenty20 competition in Rajkot on Thurs

Furious Supergiants start stymied by Jadeja

Holding back two of Ravindra Jadeja's overs until the end paid off handsomely for Gujarat Lions, helping them maintain a perfect start to their inaugural IPL campaign

When Dhoni dictated terms to Jadeja

Plays of the day from the game between Gujarat Lions and Rising Pune Supergiants in Rajkot

Finch, spinners...",Guj Lions won by 7 wickets (with 12 balls remaining),[],,,won by 7 wickets,221,2025-08-01T20:33:45.456737,Report,968923,"Indian Premier League (in India), 2016",2016,https://www.espncricinfo.com/series/ipl-2016-968923/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/ipl-2016-968923/kolkata-knight-riders-vs-delhi-daredevils-2nd-match-980903/match-report,Russell and Hogg rout Daredevils,"KKR won by 9 wickets (with 35 balls remaining)

Kolkata Knight Riders read a greenish Eden Gardens pitch and skittled Delhi Daredevils for 98, which the hosts chased with nine wickets and 35 balls to spare

Cullinan: Daredevils were horribly exposed

Deivarayan Muthu is a sub-editor at ESPNcricinfo

Over 15•KKR 99/1

Andre Russell lifts Kolkata to an easy win over Delhi

Andre Russell made the most of a greenish Eden Garden's pitch to claim three early wickets that helped Kolkata comfortably beat Delhi by a nine-wicket margin in their opening encounter of the Indian Twenty20 League on Sunday.

Daredevils' slump raises plenty of questions

Delhi Daredevils had gone through another revamp, but their first match of IPL 2016 showed they still have a few holes to plug

Bowlers set up thumping KKR win

You don't slog Mr Hogg

Plays of the day from the IPL game between Kolkata Knight Riders and Delhi Daredevils

Russell and Hogg rout Daredevils

Kolkata Knight Riders read a greenish Eden Gard...",KKR won by 9 wickets (with 35 balls remaining),[],,,won by 9 wickets,208,2025-08-01T20:33:45.535497,Report,968923,"Indian Premier League (in India), 2016",2016,https://www.espncricinfo.com/series/ipl-2016-968923/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/ipl-2016-968923/kings-xi-punjab-vs-rising-pune-supergiants-10th-match-980919/match-report,"Vijay, Vohra fifties give Kings XI first win","Kings XI won by 6 wickets (with 8 balls remaining)

Half-centuries from openers M Vijay and Manan Vohra gave Kings XI Punjab their first win of the IPL season after their bowlers had kept Rising Pune Supergiants to 152 in good batting conditions

Cullinan: Miller could learn from Maxwell

Karthik Krishnaswamy is a senior sub-editor at ESPNcricinfo

Over 19•KXIP 153/4

Sharmas tilt it Kings XI's way

Five key factors in Kings XI Punjab's six-wicket win over Rising Pune Supergiants in Mohali

Tennis at both ends, and a football interception

Plays of the day from Kings XI Punjab's first victory of the season, against Rising Pune Supergiants in Mohali

Mohit, openers set up Kings XI's six-wicket win

Vijay, Vohra fifties give Kings XI first win

Half-centuries from openers M Vijay and Manan Vohra gave Kings XI Punjab their first win of the IPL season after their bowlers had kept Rising Pune Supergiants to 152 in good batting conditions

Kings XI seek revival against settled Pune

Rising P...",Kings XI won by 6 wickets (with 8 balls remaining),[],,,won by 6 wickets,205,2025-08-01T20:33:45.563513,Report,968923,"Indian Premier League (in India), 2016",2016,https://www.espncricinfo.com/series/ipl-2016-968923/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/ipl-2016-968923/kings-xi-punjab-vs-gujarat-lions-3rd-match-980905/match-report,"Finch, Bravo lift Lions to victorious start","Guj Lions won by 5 wickets (with 14 balls remaining)

Aaron Finch and Dwayne Bravo helped Gujarat Lions ease into the IPL with a thumping win against Kings XI Punjab in Mohali

Agarkar: Kings XI could have a tough season

Nikhil Kalro is a sub-editor at ESPNcricinfo

Over 18•GL 162/5

Yorker, slower ball worked well for me - Bravo

Dwayne Bravo, who picked up 4 for 22 to set up Gujarat Lions' five-wicket win over Kings XI Punjab on Monday, was pleased with how his bowling variations had worked, particularly against Glenn Maxwell and David Miller

Dwayne Bravo helps Gujarat claim maiden win

Dwayne Bravo, the purple cap holder from the 2015 edition of the Indian Twenty20 league, was at it again and claimed four wickets to help his new team, Gujarat, outclass Punjab by five wickets in their opening encounter on Monday.

Limited Kings XI befuddled by middle muddle

No Indian batsman in the Kings XI line-up is close to threatening a spot in the T20I team, and it showed in the way they tied...",Guj Lions won by 5 wickets (with 14 balls remaining),[],,,won by 5 wickets,240,2025-08-01T20:33:45.596911,Report,968923,"Indian Premier League (in India), 2016",2016,https://www.espncricinfo.com/series/ipl-2016-968923/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/ipl-2016-968923/royal-challengers-bangalore-vs-sunrisers-hyderabad-4th-match-980907/match-report,RCB flex batting muscle to crush Sunrisers,"RCB won by 45 runs

Royal Challengers Bangalore blasted the first 200-plus score of the tournament in an emphatic 45-run win over Sunrisers Hyderabad at the M Chinnaswamy Stadium

Nannes: The way Sunrisers used Mustafizur was poor

Shashank Kishore is a senior sub-editor at ESPNcricinfo

Over 20•SRH 182/6

AB de Villiers powers Bangalore win over Hyderabad

AB de Villiers got Bangalore's campaign off to a winning start as he thumped a 42-ball 82 to help his side outdo Hyderabad by 45 runs in their opening clash of the Indian T20 tournament played in Bangalore on Tuesday.

Watson happy for new home comforts on RCB debut

Shane Watson played his first game for Royal Challengers Bangalore Tuesday night and enjoyed something he hadn't had for a couple of IPL seasons: a home crowd

Warped by Kohli-ABD stand, Sunrisers strategy Fizz-les out

With a 157-run partnership for Royal Challengers Bangalore in full flow, Sunrisers Hyderabad's most potent bowling threat - Mustafizur Rahman - was held...",RCB won by 45 runs,['Rcb'],,,won by 45 runs,220,2025-08-01T20:33:45.714245,Report,968923,"Indian Premier League (in India), 2016",2016,https://www.espncricinfo.com/series/ipl-2016-968923/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/ipl-2016-968923/delhi-daredevils-vs-kings-xi-punjab-7th-match-980913/match-report,"Mishra, de Kock hand Kings XI a thrashing","Daredevils won by 8 wickets (with 39 balls remaining)

A fine cocktail of experience and youth delivered Delhi Daredevils their first victory of the season, against Kings XI Punjab at the Feroz Shah Kotla

Deivarayan Muthu is a sub-editor at ESPNcricinfo

Over 14•DC 113/2

Amit Mishra's four-for wrecks Punjab

A sublime four-for from Amit Mishra helped Delhi register their first win of the 2016 edition of the Indian Twenty competition, as they mauled Punjab by an impressive eight-wicket margin in the Capital on Friday.

'There's a fine line between freedom and irresponsibility'

Kings XI Punjab may have dug themselves in a hole against Delhi Daredevils by losing wickets attempting expansive strokes, but the captain David Miller insists his team will not change the way they play

Mishra spins Delhi Daredevils to first win

Vohra dropped, Vijay run-out, off the same ball

Plays of the day from the IPL match between Delhi Daredevils and Kings XI Punjab

Mishra, de Kock hand Kings XI a thr...",Daredevils won by 8 wickets (with 39 balls remaining),[],,,won by 8 wickets,198,2025-08-01T20:33:45.763239,Report,968923,"Indian Premier League (in India), 2016",2016,https://www.espncricinfo.com/series/ipl-2016-968923/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/ipl-2016-968923/mumbai-indians-vs-gujarat-lions-9th-match-980917/match-report,Hobbling Finch wins Lions a thriller,"Guj Lions won by 3 wickets (with 0 balls remaining)

Aaron Finch overcame a bout of cramps to make an unbeaten 54-ball 67 as Gujarat Lions held their nerve to beat Mumbai Indians by three wickets in a last-ball thriller

Match Day - A thriller this IPL season needed

Gujarat Lions allrounder Dwayne Bravo has been reprimanded for showing dissent after he was given out caught behind against Mumbai Indians at the Wankhede Stadium. Bravo accepted the sanction after admitting to the offense.Bravo had tried to play a ramp shot to a Jasprit Bumrah short ball and was adjudged caught behind for 2 in the chase. Though the ball appeared to have deviated as it passed the bat, replays indicated that there was no edge.

Shashank Kishore is a senior sub-editor at ESPNcricinfo

Over 20•GL 147/7

Finch 67* takes Gujarat to third straight win

Aaron Finch's unbeaten 67 off 54 balls helped Gujarat overcome a middle-order wobble and chase down 144 against Mumbai to achieve their third successive win

Cram...",Guj Lions won by 3 wickets (with 0 balls remaining),[],,,won by 3 wickets,287,2025-08-01T20:33:45.842277,Report,968923,"Indian Premier League (in India), 2016",2016,https://www.espncricinfo.com/series/ipl-2016-968923/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/ipl-2016-968923/kolkata-knight-riders-vs-mumbai-indians-5th-match-980909/match-report,"Rohit, Buttler brush aside 188 target","MI won by 6 wickets (with 5 balls remaining)

A half-century from Rohit Sharma, coupled with explosive cameos from Jos Buttler and Mitchell McClenaghan, helped Mumbai Indians gun down 188 against Kolkata Knight Riders at Eden Gardens

O'Brien: Kolkata should have got 200

Alagappan Muthu is a sub-editor at ESPNcricinfo

Over 20•MI 188/4

Rohit Sharma's quick fire 84 helps Mumbai pip Kolkata

Mumbai needed to put their first-match loss to Pune behind them, and their captain, Rohit Sharma, helped them do just that, with a quick fire 54-ball 84 to overturn Kolkata by six wickets in the Indian T20 tournament at the Eden Gardens on Wednesday.

Rohit puts emphatic stamp on chase for Mumbai bounce-back

Five moments where Mumbai Indians won, and could have lost, the match to Kolkata Knight Riders

Mumbai's batting machine gets them on the board

Mumbai's surfeit of butterfingers

Plays of the day from the IPL match between Kolkata Knight Riders and Mumbai Indians in Kolkata

Rohit, Buttler br...",MI won by 6 wickets (with 5 balls remaining),[],,,won by 6 wickets,216,2025-08-01T20:33:45.948441,Report,968923,"Indian Premier League (in India), 2016",2016,https://www.espncricinfo.com/series/ipl-2016-968923/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/ipl-2016-968923/sunrisers-hyderabad-vs-kolkata-knight-riders-8th-match-980915/match-report,"Gambhir, bowlers lift KKR to convincing win","KKR won by 8 wickets (with 10 balls remaining)

With an attack comprising six international bowlers, Kolkata Knight Riders stamped their authority on Sunrisers Hyderabad to keep them to 142, and then hunted it down with eight wickets in hand

Nikhil Kalro is a sub-editor at ESPNcricinfo

Over 19•KKR 146/2

Uthappa praises 'batting chemistry' with Gambhir

Kolkata Knight Riders opener Robin Uthappa has said the ""batting chemistry"" he shares with his partner Gautam Gambhir has helped their productivity in the IPL

Knight Riders expose Sunrisers' lack of depth

The lack of firepower in the lower middle order meant Sunrisers Hyderabad had no way of recovering after losing three early wickets against a deep and varied Kolkata Knight Riders attack

Gambhir's omission and Russell's assist

Plays of the day from Sunrisers Hyderabad's first home game of the season, against Kolkata Knight Riders on Saturday

Gambhir, bowlers lift KKR to convincing win

With an attack comprising six international...",KKR won by 8 wickets (with 10 balls remaining),['Kkr'],,,won by 8 wickets,217,2025-08-01T20:33:46.233583,Report,968923,"Indian Premier League (in India), 2016",2016,https://www.espncricinfo.com/series/ipl-2016-968923/match-schedule-fixtures-and-results
