url,title,content,summary,teams,date,venue,result,word_count,scraped_at,original_text,match_id,series_name,season,source_page
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/royal-challengers-bangalore-vs-kolkata-knight-riders-1st-match-335982/match-report,McCullum's record 158 leads rout,"KKR won by 140 runs

In what was a brutal one-man assault on the Bangalore Royal Challengers, Brendon McCullum blasted an unbeaten 158 from a mere 73 deliveries

S Rajesh is stats editor of Cricinfo

Has anyone had a longer first-class career after their final Test than Rikki Clarke?

And where does Chris Cooke's unbeaten 205 figure in the list of highest scores by a wicketkeeper-captain?

The greatest IPL performances, No. 6: Brendon McCullum's 158 not out vs the Royal Challengers Bangalore

The best advertisement for the IPL came in the very first game

Brendon McCullum hitting 158 not out in the IPL opener

An innings that announced the future

High on entertainment

As a spectacle, Bangalore has laid down the marker for the rest of the league

Audacious McCullum sets the bar

Brendon McCullum's unbeaten innings of 158 from 73 balls was not merely the kind of knock we used to think was only played by a wicketkeeper if his name was Adam Gilchrist",KKR won by 140 runs,[],,,won by 140 runs,165,2025-08-01T19:08:23.676432,Report,313494,"Indian Premier League (in India), 2007/08",2007,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-chennai-super-kings-2nd-match-335983/match-report,Magnificent Hussey inspires Chennai win,"CSK won by 33 runs

A pair of Australians, in what was more KFC Twenty20 action than IPL, treated a buzzing Mohali crowd to a run-filled Saturday clash as the bandwagon moved north

Jamie Alter is a staff writer at Cricinfo

Over 20•KXIP 207/4

KFC Cup at the IPL

Plays of the second day of the Indian Premier League

Magnificent Hussey inspires Chennai win

A pair of Australians, in what was more KFC Twenty20 action than IPL, treated a buzzing Mohali crowd to a run-filled Saturday clash as the bandwagon moved north",CSK won by 33 runs,[],,,won by 33 runs,92,2025-08-01T19:08:25.831847,Report,313494,"Indian Premier League (in India), 2007/08",2007,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/delhi-daredevils-vs-rajasthan-royals-3rd-match-335984/match-report,Gambhir and Dhawan seal Delhi win,"Daredevils won by 9 wickets (with 29 balls remaining)

After two first-innings totals which had gone in excess of 200, the bowlers at last had their say at the Feroz Shah Kotla, as Delhi Daredevils thrashed Rajasthan Royals by nine wickets in a disappointingly one-sided game

S Rajesh is stats editor of Cricinfo

Over 16•DC 132/1

Gambhir and Dhawan seal Delhi win

After two first-innings totals which had gone in excess of 200, the bowlers at last had their say at the Feroz Shah Kotla, as Delhi Daredevils thrashed Rajasthan Royals by nine wickets in a disappointingly one-sided game

Sehwag praises bowlers for victory

Virender Sehwag, the captain of the Delhi Daredevils, praised his bowlers for their part in a comprehensive nine-wicket win over the Rajasthan Royals at the Feroz Shah Kotla yesterday",Daredevils won by 9 wickets (with 29 balls remaining),[],,,won by 9 wickets,133,2025-08-01T19:08:27.958927,Report,313494,"Indian Premier League (in India), 2007/08",2007,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kolkata-knight-riders-vs-deccan-chargers-4th-match-335986/match-report,Hussey clinches nail-biter for Kolkata,"KKR won by 5 wickets (with 6 balls remaining)

Kolkata Knight Riders, driven by an innings of grit and tenacity from David Hussey, scraped home by five wickets on a minefield of a pitch

Kanishkaa Balachandran is a staff writer at Cricinfo

Over 19•KKR 112/5

Franchise asks CAB to hire Australian pitch expert

the Cricket Association of Bengal (CAB) has agreed to a proposal from the IPL franchise to get a pitch consultant from Australia to ensure better playing surfaces for the six remaining home games

A dicey pitch, and the arrival of Rajasthan's stars

Here's the latest news from the IPL

Laxman blasts 'shocking' pitch

VVS Laxman has termed the Eden Gardens pitch on which his Deccan Chargers lost their IPL opener against the Kolkata Knight Riders ""shocking""

Hussey clinches nail-biter for Kolkata

Kolkata Knight Riders, driven by an innings of grit and tenacity from David Hussey, scraped home by five wickets on a minefield of a pitch",KKR won by 5 wickets (with 6 balls remaining),[],,,won by 5 wickets,159,2025-08-01T19:08:31.407176,Report,313494,"Indian Premier League (in India), 2007/08",2007,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/mumbai-indians-vs-royal-challengers-bangalore-5th-match-335985/match-report,Boucher seals thrilling win for Bangalore,"RCB won by 5 wickets (with 2 balls remaining)

In a match dominated by South African stars, the batting efforts of Mark Boucher and Jacques Kallis edged the all-round contribution of Shaun Pollock

S Rajesh is stats editor of Cricinfo

Over 20•RCB 166/5

A dicey pitch, and the arrival of Rajasthan's stars

Here's the latest news from the IPL

Mumbai Indians v Bangalore Royal Challengers, IPL, Mumbai

Match home for the encounter between Mumbai Indians and Bangalore Royal Challengers

The IPL's identity challenge

If this kind of mood can be replicated at venues other than here and Eden Gardens, the IPL organisers might begin to breathe a little more freely

An innings to divide opinion

It's no exaggeration to say that Robin Uthappa's performance would have been watched keenly by fans on both sides of this particular IPL divide

Billionaire caps and true fans

The plays of the day from the game between the Mumbai Indians and the Bangalore Royal Challengers",RCB won by 5 wickets (with 2 balls remaining),[],,,won by 5 wickets,161,2025-08-01T19:08:36.018112,Report,313494,"Indian Premier League (in India), 2007/08",2007,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/rajasthan-royals-vs-kings-xi-punjab-6th-match-335987/match-report,When the two Shanes shone,"RR won by 6 wickets (with 11 balls remaining)

Shane Warne did what he's been doing for more than a decade and a half while the other Shane, Watson, showed what a valuable acquisition he is at $125,000

Over 19•RR 168/4

The real Super Series

An exciting format, the best players, and interesting team combinations have resulted in a terrific experience for players and fans alike

When the two Shanes shone

Shane Warne did what he's been doing for more than a decade and a half while the other Shane, Watson, showed what a valuable acquisition he is at $125,000

Daddy Cool's day out

The plays of the day from the match between Rajasthan Royals and Kings XI Punjab in Jaipur

Watson and Warne sparkle in Rajasthan victory

The Australian domination in the IPL continued as the two Shanes - Watson and Warne - starred with bat and ball respectively to power Rajasthan Royals to their maiden victory",RR won by 6 wickets (with 11 balls remaining),[],,,won by 6 wickets,158,2025-08-01T19:08:39.092896,Report,313494,"Indian Premier League (in India), 2007/08",2007,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-delhi-daredevils-7th-match-335988/match-report,Deccan felled by Sehwag fireworks,"Daredevils won by 9 wickets (with 42 balls remaining)

A clinical performance from the Delhi Daredevils, beginning with some miserly bowling and capped by Virender Sehwag's blistering 41-ball 94, produced an early finish in Hyderabad

Mathew Varghese is an editorial assistant at Cricinfo

Over 14•DC 143/1

Misers united: McGrath and Asif

The pairing for the first time in the competition of McGrath and Asif, who provided a masterclass from both ends, really got the aesthete's juices flowing

Deccan felled by Sehwag fireworks

A clinical performance from the Delhi Daredevils, beginning with some miserly bowling and capped by Virender Sehwag's blistering 41-ball 94, produced an early finish in Hyderabad",Daredevils won by 9 wickets (with 42 balls remaining),[],,,won by 9 wickets,108,2025-08-01T19:08:42.026591,Report,313494,"Indian Premier League (in India), 2007/08",2007,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/chennai-super-kings-vs-mumbai-indians-8th-match-335989/match-report,Chennai edge out Mumbai in thriller,"CSK won by 6 runs

A late assault from Abhishek Nayar and Harbhajan Singh threatened to gatecrash the Chennai Super Kings' first home game, but Mahendra Singh Dhoni's side held their nerve to clinch a thrilling six-run win

Mathew Varghese is an editorial assistant at Cricinfo

Over 20•MI 202/7

Raina played a better innings than me - Hayden

Matthew Hayden's 46-ball 81 earned him the Man-of-the-Match award but he believes it was Suresh Raina's knock that made the difference in the Chennai Super Kings' first home game, one that they sneaked by six runs

Joginder the iceman holds his nerve

A lesser man might have lost his nerve, but Joginder Sharma seems to thrive in these situations

Chennai cheers for Gilli and Hussey

Gilli is a hit in Chennai but it's not Adam, some queenly music for the crowds, and Hayden does a Frazier

Chennai edge out Mumbai in thriller

A late assault from Abhishek Nayar and Harbhajan Singh threatened to gatecrash the Chennai Super Kings' first home game, but ...",CSK won by 6 runs,[],,,won by 6 runs,183,2025-08-01T19:08:44.880171,Report,313494,"Indian Premier League (in India), 2007/08",2007,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/deccan-chargers-vs-rajasthan-royals-9th-match-335990/match-report,Warne gatecrashes Symonds' party,"RR won by 3 wickets (with 1 ball remaining)

Rajasthan Royals won a last-over thriller after Shane Warne directed a 17-run chase off the final six balls to beat the Deccan Chargers by three wickets

Nishi Narayanan is a staff writer at Cricinfo

Over 20•RR 217/7

Target more than 200? No problem

A look at the biggest chases in the IPL

Symonds' hero and villain avatars

Not only does he have a nation to win over after his role in the Harbhajan Singh affair in Sydney, but his team had lost two out of two before tonight and, in a tournament where the dollar speaks, he is burdened with the second-highest price tag of the lo

Warne gatecrashes Symonds' party

Rajasthan Royals won a last-over thriller after Shane Warne directed a 17-run chase off the final six balls to beat the Deccan Chargers by three wickets",RR won by 3 wickets (with 1 ball remaining),[],,,won by 3 wickets,146,2025-08-01T19:08:47.458673,Report,313494,"Indian Premier League (in India), 2007/08",2007,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/match-schedule-fixtures-and-results
https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/kings-xi-punjab-vs-mumbai-indians-10th-match-335991/match-report,Inspired Punjab trounce Mumbai,"Kings XI won by 66 runs

Mumbai Indians will have realised that money can't buy you a winning team, for the most expensive side in the IPL lost their third game in a row and were hauled down the points table by Kings XI Punjab, who got their first win of the tournament

Nishi Narayanan is a staff writer at Cricinfo

Over 20•MI 116/9

Inspired Punjab trounce Mumbai

Mumbai Indians will have realised that money can't buy you a winning team, for the most expensive side in the IPL lost their third game in a row and were hauled down the points table by Kings XI Punjab, who got their first win of the tournament

BCCI raps umpire Saheba for remarks on Sreesanth

The BCCI has sought an explanation from umpire Amiesh Saheba for his remarks, made to a Mumbai-based tabloid, about Sreesanth's behaviour

Harbhajan-Sreesanth row

Full coverage of the Harbhajan-Sreesanth row, the first big controversy of the Indian Premier League

Harbhajan and Sreesanth in row

The Indian Premier League faced its fi...",Kings XI won by 66 runs,[],,,won by 66 runs,216,2025-08-01T19:08:50.681680,Report,313494,"Indian Premier League (in India), 2007/08",2007,https://www.espncricinfo.com/series/indian-premier-league-2007-08-313494/match-schedule-fixtures-and-results
